,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
2007,jujuy,santa barbara,vinalito,757,no,no,no,no,no,si,no,no,no,-23.6678300370713,-64.4138302334781
2008,jujuy,santa catalina,casira,176,no,no,no,si,no,no,no,no,no,-21.9693796437473,-69.59287206101733
2009,jujuy,santa catalina,ciénega,278,no,no,no,si,no,no,no,no,no,-22.1864445703198,-66.4093898308937
2010,jujuy,santa catalina,cieneguillas,286,no,no,no,si,no,no,no,no,no,-22.0998214546633,-65.8677291643016
2011,jujuy,santa catalina,cusi cusi,243,no,no,no,si,no,no,no,no,no,-22.3402147364964,-66.4940205514016
2012,jujuy,santa catalina,el angosto,25,no,no,no,no,no,no,no,no,no,-21.8172925482811,-63.66462527939144
2013,jujuy,santa catalina,la ciénega,95,no,no,no,no,no,no,no,no,no,-21.9153531838048,-66.2507995315293
2014,jujuy,santa catalina,misarrumi,36,no,no,no,no,si,no,no,no,no,-22.2143443369069,-66.3365616167075
2015,jujuy,santa catalina,oratorio,96,no,no,no,si,no,no,no,no,no,-22.0656878791642,-66.0785087961458
2016,jujuy,santa catalina,paicone,64,no,no,no,si,no,no,no,no,no,-22.1956915218117,-66.4201684753681
2017,jujuy,santa catalina,san juan de oros,27,no,no,no,no,no,no,no,no,no,-22.1928248288479,-66.3492159854648
2018,jujuy,santa catalina,santa catalina,305,no,no,no,si,si,no,no,no,no,-21.9443720475755,-66.0525133087978
2019,jujuy,santa catalina,yoscaba,34,no,no,no,no,no,no,no,no,no,-22.1645843865597,-65.9833313251161
2020,jujuy,susques,catua,427,no,no,no,si,no,no,no,no,no,-34.667508421479106,-67.0041243051334
2021,jujuy,susques,coranzuli,333,no,no,no,si,no,no,no,no,no,-23.0132949482406,-66.3792884216509
2022,jujuy,susques,el toro,121,no,no,no,si,si,no,no,no,no,-23.1389750587235,-66.7524458751301
2023,jujuy,susques,huáncar,133,no,no,no,si,no,no,no,no,no,-23.6016053200097,-69.64416466991044
2024,jujuy,susques,jama,67,no,no,no,si,no,no,no,no,no,-23.2599291955531,-67.0236887810529
2025,la pampa,realicó,embajador martini,1336,si,no,no,si,si,si,si,no,si,-35.3861854808904,-64.2836857257322
2026,la pampa,realicó,falucho,177,no,no,no,no,si,si,si,no,no,-35.1890814426625,-64.1038732251149
2027,la pampa,realicó,ingeniero luiggi,4659,no,no,no,si,si,si,si,si,si,-35.3837504384968,-64.4685685991593
2028,la pampa,realicó,ojeda,70,no,no,no,no,no,si,no,no,no,-35.3068277686526,-64.0054725550363
2029,la pampa,realicó,realicó,7343,si,no,si,si,si,si,si,si,si,-35.0368857536117,-64.2454209673953
2030,la pampa,toay,cachirulo,40,no,no,no,no,no,no,no,si,si,-36.7473961516096,-64.3673907018325
2031,la pampa,toay,naicó,3,no,no,no,no,no,no,no,no,no,-36.9283865222889,-64.3952508587586
2032,la pampa,toay,toay,11626,si,si,no,si,si,si,si,si,si,-36.6751577652887,-64.3803253806581
2033,la pampa,trenel,arata,1026,no,no,no,si,si,si,si,si,si,-35.6381231858073,-64.3574125644643
2034,la pampa,trenel,metileo,483,no,no,no,no,si,si,si,si,si,-35.7732438729278,-63.9428308886673
2035,la pampa,trenel,trenel,3387,si,si,no,no,si,si,si,si,si,-35.6941743318846,-64.1358999676104
2036,la pampa,utracán,ataliva roca,707,no,no,no,si,si,si,si,si,si,-37.0323315728651,-64.2865724433513
2037,la pampa,utracán,chacharramendi,226,no,no,no,no,si,si,si,no,si,-37.3318147762102,-69.56791019218943
2038,la pampa,utracán,colonia santa maría,289,no,no,si,si,no,si,si,no,no,-37.4952435783299,-64.2248805481774
2039,la pampa,utracán,general acha,12184,si,si,no,si,si,si,si,si,si,-36.018690609003606,-64.6038964711256
2040,la pampa,utracán,quehué,422,no,no,no,si,si,si,si,no,no,-37.1212005028742,-64.5133661628312
2041,la pampa,utracán,unanué,69,no,no,no,si,no,si,no,no,no,-37.5439767222425,-64.3525554864311
2042,la rioja,arauco,aimogasta,12249,si,si,no,si,si,si,si,si,si,-28.5589898446523,-66.8272851017638
2043,la rioja,arauco,arauco,852,no,no,no,no,no,no,no,no,no,-28.5834031870202,-66.8036412937626
2044,la rioja,arauco,bañado de los pantanos,534,no,no,no,no,no,no,no,no,no,-28.3871788034279,-66.8369122348367
2045,la rioja,arauco,estación mazán,407,no,no,no,no,si,si,no,no,si,-28.6648262993633,-66.5166195609666
2046,la rioja,arauco,machigasta,0,no,no,no,no,no,no,no,si,si,-28.5410843774809,-66.8070296105313
2047,la rioja,arauco,san antonio,0,no,no,no,no,no,no,no,no,si,-28.5553801376497,-66.8013856528183
2048,la rioja,arauco,termas de santa teresita,124,no,no,no,no,no,no,no,no,no,-35.14050083878401,-66.5563885931113
2049,la rioja,arauco,villa mazán,1090,no,no,no,no,no,si,si,no,no,-28.6586281834455,-66.5552758852995
2050,la rioja,general belgrano,loma blanca,731,no,no,no,no,si,no,no,no,si,-30.6446137810742,-69.62670708140594
2051,la rioja,capital,la rioja,178872,si,si,si,si,si,si,si,si,si,-29.4217827668094,-69.68850045072233
2052,la rioja,castro barros,aminga,833,no,si,no,si,no,si,si,no,no,-28.8554609845772,-66.9376617661779
2053,la rioja,castro barros,anillaco,1573,no,si,no,si,si,no,si,no,si,-28.8155900262519,-66.9439245714904
2054,la rioja,castro barros,anjullón,418,no,si,no,si,no,si,si,no,no,-28.7272509428901,-66.9328944677286
2055,la rioja,castro barros,chuquis,236,no,si,no,no,no,no,no,no,no,-28.8979801822511,-66.9765194957537
2056,la rioja,castro barros,los molinos,244,no,si,no,no,no,si,no,no,no,-28.7544152281739,-66.9389202939919
2057,la rioja,castro barros,pinchas,390,no,si,no,no,no,si,no,no,no,-28.9370760269909,-66.9665171496043
2058,la rioja,castro barros,san pedro,298,no,si,no,no,no,si,si,no,no,-28.6697090457958,-66.9281338379098
2059,la rioja,castro barros,santa vera cruz,123,no,no,no,no,no,si,no,no,no,-35.14967376405241,-66.9654939868506
2060,la rioja,chamical,chamical,12919,si,si,no,si,si,si,si,si,si,-30.3772951613356,-66.3240368838483
2061,la rioja,chamical,polco,80,no,no,no,no,no,no,no,no,no,-30.4293153810224,-66.3586422456665
2062,la rioja,chilecito,anguinan,0,no,no,no,no,no,no,no,no,no,-29.2060142258143,-67.4589845307511
2063,la rioja,chilecito,chilecito,33724,si,si,no,si,no,si,si,si,si,-29.1634978575196,-67.5074284990176
2064,la rioja,chilecito,colonia anguinán,225,no,si,no,si,no,si,si,no,no,-29.2540980171571,-69.74544656406694
2065,la rioja,chilecito,colonia catinzaco,33,no,no,no,no,no,no,no,no,no,-29.6731660020358,-67.3823669132229
2066,la rioja,chilecito,colonia malligasta,482,no,no,no,no,no,no,no,no,no,-29.2029666175252,-67.4003467202303
2067,la rioja,chilecito,colonia vichigasta,272,no,no,no,no,si,no,no,no,no,-29.4490716382323,-67.4914198732182
2068,la rioja,chilecito,guanchín,284,no,no,no,no,no,si,no,no,no,-29.1927256872976,-67.6392754274079
2069,la rioja,chilecito,la puntilla,0,no,no,no,no,no,no,no,no,no,-29.1484698105368,-67.4191244361359
2070,la rioja,chilecito,los sarmientos,0,no,no,no,no,no,no,no,no,si,-29.1517467165263,-67.4826010369502
2071,la rioja,chilecito,malligasta,1668,no,no,no,no,no,si,si,no,no,-29.1772024890585,-67.4408316312776
2072,la rioja,chilecito,miranda,171,no,no,no,no,no,no,no,no,no,-29.3410380679447,-67.6618699588305
2073,la rioja,chilecito,nonogasta,6937,si,si,no,si,si,si,si,si,si,-29.3040959439682,-67.5072784622018
2074,la rioja,chilecito,san miguel,0,no,no,no,no,no,no,no,no,no,-35.19979082397341,-67.4780826682806
2075,la rioja,chilecito,san nicolás,153,no,no,no,no,no,si,no,no,no,-29.1217634888802,-69.75042250885873
2076,la rioja,chilecito,santa florentina,129,no,no,no,no,no,si,no,no,no,-29.1330615805931,-67.5576081781931
2077,la rioja,chilecito,sañogasta,1805,no,no,no,no,no,si,si,si,si,-29.3203738957214,-67.6277959527272
2078,la rioja,chilecito,tilimuqui,279,no,no,no,no,no,si,no,no,no,-29.1494438672162,-67.4296645756575
2079,la rioja,chilecito,vichigasta,3016,si,no,no,si,si,si,si,si,si,-29.4885973737241,-63.67785576482383
2080,la rioja,coronel felipe varela,aicuña,219,no,no,no,no,no,si,no,no,no,-29.4772470519152,-67.7729134098149
2081,la rioja,coronel felipe varela,guandacol,2525,si,si,no,si,si,no,si,no,si,-35.232309274301,-68.5522045398452
2082,la rioja,coronel felipe varela,los palacios,512,no,no,no,no,no,si,no,no,si,-29.3713119289112,-68.2271328398885
2083,jujuy,san antonio,loteo navea,930,no,no,no,si,no,no,no,no,no,-24.2710272820567,-65.2729444915848
2084,jujuy,san antonio,nuestra señora del rosario,40,no,no,no,no,no,no,no,no,no,-32.2813235853159,-63.002833566735234
2085,jujuy,san antonio,san antonio,1430,si,si,no,no,si,no,si,no,no,-24.3676606220994,-65.3337612645336
2086,jujuy,san pedro,arrayanal,855,no,no,no,no,no,no,no,no,no,-24.1755612615505,-64.8402658993854
2087,jujuy,san pedro,arroyo colorado,378,no,no,no,no,no,no,no,no,no,-24.3403731266613,-64.6655404458929
2088,jujuy,san pedro,don emilio,446,no,no,no,no,no,si,no,no,no,-24.3154692731344,-64.9066663427545
2089,jujuy,san pedro,el acheral,246,no,no,no,no,no,no,no,no,no,-24.4097116704331,-64.8107312952407
2090,jujuy,san pedro,el puesto,1166,no,no,no,no,no,no,no,no,no,-24.1988254992426,-64.7893441637782
2091,jujuy,san pedro,el quemado,35,no,no,no,no,no,no,no,no,no,-24.0933961333434,-64.8238742049039
2092,jujuy,san pedro,la esperanza,2164,no,no,no,no,si,si,no,no,si,-24.2222145482106,-64.8368070501964
2093,jujuy,san pedro,la manga,190,no,no,no,no,no,no,no,no,no,-34.70049307525821,-69.48751263497323
2094,jujuy,san pedro,la mendieta,3635,no,no,no,no,si,si,si,si,si,-34.71275931577271,-64.9707084719559
2095,jujuy,san pedro,miraflores,183,no,no,no,no,no,no,no,no,no,-24.2261476798422,-64.8101735526005
2096,jujuy,san pedro,palos blancos,81,no,no,no,no,no,no,no,no,no,-24.3249801346233,-64.9489367519918
2097,jujuy,san pedro,parapetí,874,no,no,no,no,no,no,no,no,no,-24.2348579850918,-64.8440336546008
2098,jujuy,san pedro,piedritas,181,no,no,no,no,no,no,no,no,no,-24.2931131722113,-64.8812208450768
2099,jujuy,san pedro,rodeito,1879,no,no,no,no,no,no,no,si,si,-24.2714866371948,-69.47960630473943
2100,jujuy,san pedro,rosario de río grande,591,no,no,no,no,no,si,no,no,no,-24.3069096656554,-64.9317813354333
2101,jujuy,san pedro,san antonio,325,no,no,no,no,no,no,no,no,no,-24.2139625149932,-64.8057443238638
2102,jujuy,san pedro,san lucas,326,no,no,no,no,no,si,no,si,si,-24.2257554272925,-64.8646056706401
2103,jujuy,san pedro,san pedro (est. san pedro de jujuy),59131,si,si,no,si,si,si,si,no,no,-34.7106240563224,-64.9524504388897
2104,jujuy,san pedro,sauzal,416,no,no,no,no,no,no,no,no,no,-24.2997434984526,-64.9576983944899
2105,jujuy,santa barbara,el fuerte,512,no,no,no,no,si,no,no,no,si,-34.707365429368004,-64.4103511079696
2106,jujuy,susques,mina providencia,30,no,no,no,si,no,no,no,no,no,-23.2748878331652,-66.8343534268599
2107,salta,grl. josé de san martín,aguaray,10410,si,si,no,si,si,si,si,no,si,-22.2388143093458,-63.7283889210813
2108,salta,grl. josé de san martín,campamento vespucio,1531,si,no,no,si,si,no,si,no,si,-22.5800471662206,-63.8523231844895
2109,salta,grl. josé de san martín,campichuelo,340,no,no,no,no,no,no,no,no,si,-23.1062412034464,-63.9953139246427
2110,salta,grl. josé de san martín,campo durán,620,no,no,no,si,no,no,no,no,si,-22.1925191184959,-63.6556166497527
2111,salta,grl. josé de san martín,capiazuti,231,no,no,no,no,no,no,no,no,si,-22.1673388747523,-63.7086209918975
2112,salta,grl. josé de san martín,carboncito,531,no,no,no,no,no,no,no,no,no,-23.2595016179972,-63.8026685275306
2113,salta,grl. josé de san martín,coronel cornejo,2672,si,no,no,si,si,no,si,no,si,-34.55498395825931,-63.8212340428559
2114,salta,grl. josé de san martín,dragones,1779,no,no,no,si,si,si,si,no,si,-23.2581867482105,-63.3390555232417
2115,salta,grl. josé de san martín,embarcación,20843,si,si,no,si,si,no,si,si,si,-23.2042135269827,-64.0900817936338
2116,salta,grl. josé de san martín,general ballivián,2071,no,no,no,si,si,no,no,no,si,-22.9276105225425,-63.8522934424036
2117,salta,grl. josé de san martín,general mosconi,15295,si,no,no,si,si,si,si,si,si,-22.5872984531874,-63.8075098662841
2118,salta,grl. josé de san martín,hickman,805,no,no,no,no,no,no,no,no,si,-23.2174884897188,-63.5643624737058
2119,salta,grl. josé de san martín,misión chaqueña,1302,no,no,no,no,no,no,no,no,si,-23.2761412353834,-63.7361800240654
2120,salta,grl. josé de san martín,misión el cruce - el milagro - el jardín de san martín,1329,no,no,no,no,no,no,no,si,si,-22.5413249097327,-63.7927888759365
2121,mendoza,guaymallén,bermejo,0,no,no,no,si,no,no,no,si,si,-32.8674494392665,-68.8015983577909
2122,mendoza,guaymallén,buena nueva,0,no,no,no,si,si,no,no,si,si,-35.5700843781698,-68.7797113648865
2123,mendoza,guaymallén,capilla del rosario,0,no,no,no,si,no,no,no,si,si,-32.9057059086968,-68.7753107154796
2124,mendoza,guaymallén,colonia segovia,0,no,no,no,no,no,no,no,si,si,-32.8445720739406,-68.7264015008637
2125,mendoza,guaymallén,colonia segovia,4271,no,no,no,si,no,si,no,si,si,-32.8445720739406,-68.7264015008637
2126,mendoza,guaymallén,dorrego,0,no,no,no,si,no,no,no,si,si,-32.9079284079055,-68.8402487586896
2127,mendoza,guaymallén,el sauce,0,no,no,no,si,no,no,no,si,si,-35.56797273583331,-68.7583334039687
2128,mendoza,guaymallén,general belgrano,0,no,no,no,no,no,no,no,si,si,-32.8819026438146,-68.8087568548896
2129,mendoza,guaymallén,guaymallén,252618,si,si,si,si,no,si,si,si,si,-32.8925289639529,-69.88483976651874
2130,mendoza,guaymallén,jesus nazareno,0,no,no,no,si,no,no,no,si,si,-32.9208013873904,-68.7868066982545
2131,mendoza,guaymallén,kilometro 11 (guaymallen),0,no,no,no,no,no,no,no,no,no,-32.9207614727554,-68.7071185835279
2132,mendoza,guaymallén,la primavera,189067,no,no,no,no,no,si,no,no,no,-32.9212115151732,-68.6797682708562
2133,mendoza,guaymallén,las cañas,0,no,no,no,si,no,no,no,si,si,-32.9057702142765,-68.8263412149075
2134,mendoza,guaymallén,los corralitos,942,si,no,si,no,si,si,si,si,si,-32.8978664693342,-68.7059893326547
2135,mendoza,las heras,panquehua,0,no,no,no,si,no,no,no,si,si,-32.8349236425418,-68.8451652007894
2136,mendoza,las heras,papagayos,0,no,no,no,no,si,no,no,si,si,-32.28132337495381,-63.00283298162243
2137,mendoza,las heras,polvaredas,128,no,no,no,no,no,no,no,no,no,-32.8190384814445,-69.7097346552796
2138,mendoza,las heras,puente del inca,126,no,no,no,no,si,no,no,si,si,-32.8198835580194,-69.9250020499226
2139,mendoza,las heras,punta de vacas,18,no,no,no,no,no,no,no,no,no,-32.8488063589156,-69.7763007026825
2140,mendoza,las heras,sierras de encalada,0,no,no,no,no,no,no,no,si,si,-32.9869460291704,-68.9485091767272
2141,mendoza,las heras,uspallata,3810,si,no,si,si,no,no,si,si,si,-35.5408767955356,-69.3582053741335
2142,mendoza,lavalle,3 de mayo,516,no,no,no,no,no,si,si,no,si,-35.548876136658606,-68.6462113031921
2143,mendoza,lavalle,barrio alto del olvido,266,no,no,no,no,no,no,no,no,no,-32.6727794218396,-68.5922473767644
2144,mendoza,lavalle,barrio jocolí ii,163,no,no,no,no,no,no,no,no,no,-32.6740793089036,-68.6692696211749
2145,mendoza,lavalle,barrio la esperanza,0,no,no,no,no,no,no,no,no,no,-32.6735728612892,-68.3840802981371
2146,mendoza,lavalle,barrio la palmera,136,no,no,no,no,no,no,no,no,no,-32.6969328275291,-68.5506213221534
2147,mendoza,lavalle,barrio la pega,392,no,no,no,no,no,no,si,no,no,-32.8128590043094,-68.6835373227479
2148,mendoza,lavalle,barrio lagunas de bartoluzzi,290,no,no,no,no,no,no,no,no,no,-32.6111088672137,-68.5714746331489
2149,mendoza,lavalle,barrio los jarilleros,831,no,no,no,no,no,no,no,no,no,-32.7153965740662,-68.6584021819475
2150,mendoza,lavalle,barrio los olivos,73,si,no,no,no,no,no,si,no,no,-32.6972155730911,-68.3295580099939
2151,mendoza,lavalle,barrio virgen del rosario,211,no,no,no,no,no,no,no,no,no,-32.7027597161508,-68.3124921903406
2152,mendoza,lavalle,costa de araujo,2816,no,no,no,si,no,si,no,si,si,-32.7568943573314,-68.4085951866641
2153,mendoza,lavalle,el paramillo,90,no,no,no,no,no,no,no,no,no,-32.7813088245414,-68.5336830930131
2154,mendoza,lavalle,el vergel,362,no,no,no,no,no,si,no,no,no,-32.7623132216047,-68.6476011792189
2155,mendoza,lavalle,ingeniero gustavo andré,288,no,no,no,no,no,si,no,no,no,-32.6824002043157,-68.3268969073829
2156,mendoza,lavalle,jocolí,684,no,no,no,no,no,si,no,no,no,-32.6125410510042,-68.6790408967958
2157,mendoza,lavalle,jocolí viejo,422,no,no,no,no,no,si,no,no,no,-32.7274623415005,-68.6602319575528
2158,mendoza,luján de cuyo,agrelo,2147,si,no,no,si,no,si,si,si,si,-33.1173844439975,-68.8960235351828
2159,mendoza,luján de cuyo,barrio adina i y ii,0,no,no,no,no,no,no,no,si,si,-33.0649388173829,-68.8877014932113
2160,mendoza,luján de cuyo,barrio perdriel iv,371,no,no,no,si,no,si,no,no,si,-33.0753282280469,-68.9250404043338
2161,mendoza,luján de cuyo,cacheuta,636,si,no,no,no,no,si,si,si,si,-33.0367104413315,-69.1159068278817
2162,mendoza,luján de cuyo,carrodilla,0,no,no,no,si,no,si,no,si,si,-32.9776578285745,-68.8524394649607
2163,mendoza,luján de cuyo,chacras de coria,0,no,no,no,si,no,si,no,si,si,-32.9899032062811,-68.8913679185275
2164,mendoza,luján de cuyo,costa flores,297,no,no,no,si,no,si,no,si,si,-33.0705184504059,-68.9343214868201
2165,mendoza,luján de cuyo,el carmelo,0,no,no,no,no,no,no,no,no,no,-32.9551111218674,-69.93095215217744
2166,mendoza,luján de cuyo,el carrizal,344,no,no,no,no,no,si,no,no,si,-33.3037433557192,-68.7554951968491
2167,mendoza,luján de cuyo,el salto,297,no,no,no,no,no,si,si,no,no,-32.8994781760003,-69.3336484431929
2168,mendoza,luján de cuyo,la puntilla,0,no,no,no,si,no,si,no,no,no,-32.9609713860174,-68.8723323876365
2169,mendoza,luján de cuyo,las carditas,0,no,no,no,no,no,no,no,no,no,-32.9551111218674,-69.93095215217744
2170,mendoza,luján de cuyo,las compuertas,827,si,no,si,no,no,si,si,no,si,-33.0343953638207,-68.9757201428593
2171,mendoza,luján de cuyo,las vegas,450,no,no,no,no,no,si,si,no,no,-33.0058788620171,-69.2764002200338
2172,mendoza,luján de cuyo,los manantiales,0,no,no,no,no,no,no,no,si,si,-32.8990128008468,-69.3340868979844
2173,mendoza,guaymallén,pedro molina,0,no,no,no,si,no,no,no,si,si,-32.8749826070419,-68.8287743942338
2174,mendoza,guaymallén,puente de hierro,7524,si,no,si,no,no,si,si,si,si,-32.8596996528436,-68.6889630695891
2175,mendoza,guaymallén,rodeo de la cruz,0,no,no,no,si,si,no,no,si,si,-32.9233876380597,-68.7484037679985
2176,mendoza,guaymallén,san francisco del monte,0,no,no,no,si,no,no,no,si,si,-32.9176425793206,-68.8127477726945
2177,mendoza,guaymallén,san jose,0,no,no,no,si,no,no,no,si,si,-35.570114350141004,-68.8336077167937
2178,mendoza,guaymallén,villa nueva,0,no,no,no,no,no,no,no,si,si,-32.9010420892697,-68.8031458310547
2179,mendoza,junín,alto verde,0,no,no,no,no,no,no,no,no,no,-32.28165488740831,-63.003516471826934
2180,mendoza,junín,ingeniero giagnoni,594,si,no,si,si,no,si,si,si,si,-33.1247748459194,-68.4208925887498
2181,mendoza,junín,junín,6324,si,no,si,si,no,si,si,si,si,-33.1450869905894,-68.4921156012444
2182,mendoza,junín,la colonia,9403,no,no,no,si,si,si,no,si,si,-33.0927994762934,-68.4874957269843
2183,mendoza,junín,los barriales,4572,si,no,si,no,no,si,si,si,si,-33.1010405156356,-69.85958570987424
2184,mendoza,junín,medrano,817,no,no,no,no,no,si,no,no,no,-33.1762912284126,-68.6231695474222
2185,mendoza,junín,phillips,894,no,no,no,no,no,si,si,no,no,-33.2032507142375,-68.3832295478144
2186,mendoza,junín,rodríguez peña,751,no,no,no,no,no,si,si,no,si,-33.1211519220358,-68.6046800215005
2187,mendoza,la paz,desaguadero,424,no,no,no,no,no,no,si,si,si,-33.4052265769401,-67.1641664357197
2188,mendoza,la paz,la paz,7872,si,no,no,si,no,no,si,si,si,-33.4610193184125,-67.5595785270435
2189,mendoza,la paz,villa antigua,311,no,no,no,no,no,no,no,no,no,-33.4645156410531,-67.6055785043576
2190,mendoza,las heras,blanco encalada,555,no,no,no,no,no,no,si,no,no,-33.0355485376289,-69.0065315897085
2191,mendoza,las heras,capdeville,5103,no,no,no,no,no,no,no,no,si,-32.7248779288865,-68.9085584856171
2192,mendoza,las heras,el algarrobal,0,no,no,no,si,no,no,no,si,si,-32.8327487536079,-68.7957179005563
2193,mendoza,las heras,el borbollon,0,no,no,no,no,no,no,no,si,si,-32.8069208013923,-68.7772864976942
2194,mendoza,las heras,el challao,0,no,no,no,si,no,no,no,no,no,-32.8187507127469,-68.9164320667614
2195,mendoza,las heras,el plumerillo,0,no,no,no,si,no,no,no,si,si,-32.8468358627701,-68.8191474531696
2196,mendoza,las heras,el resguardo,0,no,no,no,si,no,no,no,si,no,-32.7650499892594,-68.7913047281368
2197,mendoza,las heras,el zapallar,0,no,no,no,si,no,no,no,si,si,-32.8555537707294,-68.8280317752065
2198,mendoza,las heras,jocolí,804,no,no,no,no,no,no,si,si,si,-32.5843190924112,-68.6808088140348
2199,mendoza,las heras,la cieneguita,0,no,no,no,no,no,no,no,si,si,-32.8444580470853,-68.8646206504362
2200,mendoza,las heras,las cuevas,8,no,no,no,no,no,no,no,si,si,-32.8079619437825,-70.0851824266087
2201,mendoza,las heras,las heras,189067,si,si,si,si,si,si,si,si,si,-32.8499236875213,-68.8452567330483
2202,mendoza,las heras,los penitentes,2,no,no,no,no,no,no,no,no,no,-32.8369504266306,-69.98822504169684
2203,neuquen,ñorquín,caviahué,607,no,no,si,no,si,si,si,no,si,-37.8741211534774,-71.0537792468958
2204,neuquen,ñorquín,copahue,1,no,no,no,no,no,si,si,no,no,-37.8191699254756,-71.0991107043764
2205,neuquen,ñorquín,el cholar,734,no,no,no,no,si,si,si,no,no,-37.4408647694624,-70.6441818646861
2206,neuquen,ñorquín,el huecú,1391,no,no,no,no,si,si,si,no,si,-37.6415832578483,-70.5790877358744
2207,neuquen,ñorquín,taquimilán,558,no,no,no,no,no,si,si,no,no,-37.5169103878888,-70.2503863712688
2208,neuquen,pehuenches,barrancas,938,no,no,no,no,si,si,si,no,no,-36.8247372962673,-69.9164782914754
2209,neuquen,pehuenches,buta ranquil,2443,no,no,no,no,si,no,si,no,si,-37.0507876062807,-69.99021802136234
2210,neuquen,pehuenches,octavio pico,113,no,no,no,no,no,no,no,no,no,-37.5865104880568,-68.2686075936205
2211,neuquen,pehuenches,rincón de los sauces,18691,si,si,si,si,si,si,si,si,si,-37.3899075901743,-68.9309943279283
2212,neuquen,picún leufú,el sauce,71,no,no,no,no,no,no,no,no,no,-39.4750725824587,-69.5298228549207
2213,neuquen,picún leufú,paso aguerre,207,no,no,no,no,no,no,si,no,no,-39.3393978445221,-69.8442147950698
2214,neuquen,picún leufú,picún leufú,3144,no,no,no,no,si,si,si,no,si,-39.5191361709356,-69.2962673114558
2215,neuquen,picunches,bajada del agrio,792,no,no,no,no,no,no,si,no,si,-38.4079798578262,-70.0276785984599
2216,neuquen,picunches,la buitrera,432,no,no,no,no,si,no,no,no,no,-38.5574702395959,-70.3665560313021
2217,neuquen,picunches,las lajas,4464,no,no,si,no,si,no,si,no,si,-38.5292612011937,-70.3689502898328
2218,neuquen,picunches,quili malal,23,no,no,no,no,no,no,no,no,no,-38.3213178634179,-69.8143687558623
2219,neuquen,zapala,covunco centro,0,no,no,no,no,no,no,no,no,si,-38.7532470280083,-70.0275921805241
2220,mendoza,maipú,fray luis beltrán,4735,si,si,si,si,no,si,si,si,si,-33.0049403047291,-68.6612377129718
2221,mendoza,maipú,general gutierrez,0,no,no,no,si,no,no,no,si,si,-32.9797721809011,-69.87977588026334
2222,mendoza,maipú,luzuriaga,0,no,no,no,si,no,no,no,si,si,-32.9500582112409,-68.8034450473205
2223,mendoza,maipú,maipú,106662,si,si,si,si,no,si,si,si,si,-32.9394310178507,-68.8068438760291
2224,mendoza,maipú,rodeo del medio,12327,si,no,si,si,no,si,si,si,si,-32.9880056754694,-68.7010652608485
2225,mendoza,maipú,russell,1416,si,no,si,si,no,no,si,si,si,-33.0046770772729,-68.8012715093769
2226,mendoza,maipú,san roque,5093,si,no,si,si,no,si,si,si,si,-33.0285638174611,-68.5981475648442
2227,mendoza,maipú,villa teresa,316,no,no,no,no,no,si,no,no,no,-33.0183178912335,-68.6288154157882
2228,mendoza,malargüe,agua escondida,443,no,no,no,no,si,no,no,si,si,-36.1532390359812,-68.3048428543176
2229,mendoza,malargüe,bardas blancas,0,no,no,no,no,no,no,si,no,si,-35.86841159506181,-69.8066780720987
2230,mendoza,malargüe,las leñas,9,no,no,no,si,no,no,si,si,si,-35.1539650781638,-70.0817910991633
2231,la rioja,coronel felipe varela,pagancillo,861,no,no,no,si,no,si,no,no,si,-29.5412536132819,-68.0970404734465
2232,la rioja,coronel felipe varela,santa clara,0,no,no,no,no,no,no,no,no,no,-35.2174610679166,-68.6264098036917
2233,la rioja,coronel felipe varela,villa unión,4931,no,si,no,si,si,si,si,no,si,-29.3227046223336,-68.2230741292594
2234,la rioja,famatina,alto carrizal,200,no,no,no,no,no,no,no,no,no,-28.8736691237645,-67.5689979264386
2235,la rioja,famatina,angulos,127,no,no,no,no,no,si,no,no,no,-28.6595753462725,-67.6529605556859
2236,la rioja,famatina,antinaco,102,no,no,no,no,no,no,no,no,no,-28.8250781693493,-67.3233196534937
2237,la rioja,famatina,bajo carrizal,150,no,no,no,no,no,no,no,no,no,-28.8911007689177,-67.5667461563502
2238,la rioja,famatina,campanas,892,no,no,no,si,no,si,si,no,si,-28.5560208289878,-67.6264406513676
2239,la rioja,famatina,chañarmuyo,268,no,no,no,no,no,si,no,no,no,-28.6123449106977,-67.5874723425836
2240,la rioja,famatina,famatina,2466,si,si,no,si,no,si,si,si,si,-28.9291000348798,-67.5207596756722
2241,la rioja,famatina,la cuadra,122,no,no,no,no,no,si,no,no,no,-28.4724817643376,-67.6918652569621
2242,la rioja,famatina,pituil,849,no,no,no,no,no,si,si,no,si,-28.5815077306519,-67.4508379497995
2243,la rioja,famatina,plaza vieja,250,no,no,no,no,no,no,no,no,no,-28.9731598381662,-67.5201315513043
2244,la rioja,famatina,santa cruz,221,no,no,no,no,no,si,no,no,no,-32.30981407925171,-67.6899252647169
2245,la rioja,famatina,santo domingo,93,no,no,no,no,no,no,no,no,no,-28.5600668428725,-67.6855704208219
2246,la rioja,general angel v. peñaloza,punta de los llanos,532,no,no,no,si,no,si,si,no,si,-35.297866727891304,-69.65849043729233
2247,la rioja,general angel v. peñaloza,tama,1164,si,no,no,si,no,si,si,no,si,-30.5173084388038,-66.5413792482074
